Xco2,Latitude,Longitude,quality_flag,DateTime,Year,Month,Day
392.63632,57.64247,158.89531,0,2014-09-06 02:08:19.770,2014,9,6
394.29626,57.64091,158.91483,0,2014-09-06 02:08:19.780,2014,9,6
392.67673,57.669434,158.76556,0,2014-09-06 02:08:20.010,2014,9,6
393.74252,57.668377,158.78534,0,2014-09-06 02:08:20.020,2014,9,6
393.56335,57.667236,158.80516,0,2014-09-06 02:08:20.030,2014,9,6
393.70755,57.66602,158.825,0,2014-09-06 02:08:20.040,2014,9,6
393.4513,57.664738,158.84462,0,2014-09-06 02:08:20.050,2014,9,6
393.33475,57.66337,158.86426,0,2014-09-06 02:08:20.060,2014,9,6
393.8982,57.661903,158.88382,0,2014-09-06 02:08:20.070,2014,9,6
392.85922,57.660343,158.90335,0,2014-09-06 02:08:20.080,2014,9,6
393.8247,57.688847,158.754,0,2014-09-06 02:08:20.310,2014,9,6
394.29535,57.686653,158.79362,0,2014-09-06 02:08:20.330,2014,9,6
392.90878,57.682796,158.85274,0,2014-09-06 02:08:20.360,2014,9,6
393.65402,57.681335,158.87231,0,2014-09-06 02:08:20.370,2014,9,6
393.89685,57.679783,158.89186,0,2014-09-06 02:08:20.380,2014,9,6
393.47922,57.708313,158.74245,0,2014-09-06 02:08:20.710,2014,9,6
395.44818,57.70727,158.76225,0,2014-09-06 02:08:20.720,2014,9,6
393.8403,57.70494,158.80197,0,2014-09-06 02:08:20.740,2014,9,6
393.447,57.702324,158.8413,0,2014-09-06 02:08:20.760,2014,9,6
393.6138,57.700874,158.8609,0,2014-09-06 02:08:20.770,2014,9,6
393.53647,57.699333,158.88045,0,2014-09-06 02:08:20.780,2014,9,6
393.6399,57.72784,158.73094,0,2014-09-06 02:08:21.010,2014,9,6
394.24963,57.7268,158.75076,0,2014-09-06 02:08:21.020,2014,9,6
393.57886,57.725677,158.77063,0,2014-09-06 02:08:21.030,2014,9,6
394.17377,57.72448,158.79051,0,2014-09-06 02:08:21.040,2014,9,6
393.10556,57.723217,158.81018,0,2014-09-06 02:08:21.050,2014,9,6
393.96146,57.721867,158.82985,0,2014-09-06 02:08:21.060,2014,9,6
393.3,57.72042,158.84947,0,2014-09-06 02:08:21.070,2014,9,6
394.4737,57.71888,158.86903,0,2014-09-06 02:08:21.080,2014,9,6
393.0505,57.745213,158.75916,0,2014-09-06 02:08:21.330,2014,9,6
392.91522,57.744015,158.77904,0,2014-09-06 02:08:21.340,2014,9,6
393.28687,57.742756,158.7987,0,2014-09-06 02:08:21.350,2014,9,6
393.8865,57.74141,158.81839,0,2014-09-06 02:08:21.360,2014,9,6
394.9273,57.738426,158.8576,0,2014-09-06 02:08:21.380,2014,9,6
393.8715,57.76582,158.72775,0,2014-09-06 02:08:21.720,2014,9,6
394.3086,57.764698,158.74765,0,2014-09-06 02:08:21.730,2014,9,6
393.77194,57.7635,158.76755,0,2014-09-06 02:08:21.740,2014,9,6
394.53857,57.76224,158.78723,0,2014-09-06 02:08:21.750,2014,9,6
392.73303,57.760887,158.80695,0,2014-09-06 02:08:21.760,2014,9,6
393.44022,57.759445,158.82658,0,2014-09-06 02:08:21.770,2014,9,6
395.3634,57.757904,158.84618,0,2014-09-06 02:08:21.780,2014,9,6
393.84756,57.78416,158.73615,0,2014-09-06 02:08:22.030,2014,9,6
394.31326,57.782963,158.75606,0,2014-09-06 02:08:22.040,2014,9,6
392.52573,57.781708,158.77576,0,2014-09-06 02:08:22.050,2014,9,6
393.4816,57.780357,158.79547,0,2014-09-06 02:08:22.060,2014,9,6
392.92545,57.778915,158.81512,0,2014-09-06 02:08:22.070,2014,9,6
394.19626,57.777378,158.83473,0,2014-09-06 02:08:22.080,2014,9,6
392.33725,57.801174,158.76427,0,2014-09-06 02:08:22.350,2014,9,6
393.5298,57.799828,158.784,0,2014-09-06 02:08:22.360,2014,9,6
393.54285,57.79839,158.80365,0,2014-09-06 02:08:22.370,2014,9,6
394.82922,57.796856,158.82327,0,2014-09-06 02:08:22.380,2014,9,6
392.82007,57.82521,158.67326,0,2014-09-06 02:08:22.710,2014,9,6
393.54572,57.81928,158.77243,0,2014-09-06 02:08:22.760,2014,9,6
393.36942,57.817844,158.7921,0,2014-09-06 02:08:22.770,2014,9,6
393.92987,57.81631,158.81172,0,2014-09-06 02:08:22.780,2014,9,6
392.7103,57.83729,158.78053,0,2014-09-06 02:08:23.070,2014,9,6
394.58878,57.835766,158.80017,0,2014-09-06 02:08:23.080,2014,9,6
395.01373,63.100063,155.05975,0,2014-09-06 02:09:53.720,2014,9,6
393.99554,63.099854,155.08351,0,2014-09-06 02:09:53.730,2014,9,6
394.22162,63.119324,155.02083,0,2014-09-06 02:09:54.010,2014,9,6
394.39478,63.119225,155.04443,0,2014-09-06 02:09:54.020,2014,9,6
392.25717,63.118385,155.11555,0,2014-09-06 02:09:54.050,2014,9,6
394.56845,63.11794,155.13914,0,2014-09-06 02:09:54.060,2014,9,6
394.04166,63.117397,155.16267,0,2014-09-06 02:09:54.070,2014,9,6
395.07214,63.116756,155.18617,0,2014-09-06 02:09:54.080,2014,9,6
394.1144,63.138485,155.00548,0,2014-09-06 02:09:54.310,2014,9,6
393.38614,63.135937,155.17093,0,2014-09-06 02:09:54.380,2014,9,6
394.19772,63.15763,154.99011,0,2014-09-06 02:09:54.710,2014,9,6
394.19574,63.157337,155.03757,0,2014-09-06 02:09:54.730,2014,9,6
393.6929,63.157063,155.06139,0,2014-09-06 02:09:54.740,2014,9,6
395.36395,63.156715,155.08498,0,2014-09-06 02:09:54.750,2014,9,6
394.25662,63.156273,155.1086,0,2014-09-06 02:09:54.760,2014,9,6
392.7748,63.176773,154.97475,0,2014-09-06 02:09:55.010,2014,9,6
396.07346,63.17621,155.04607,0,2014-09-06 02:09:55.040,2014,9,6
395.10046,63.175865,155.06967,0,2014-09-06 02:09:55.050,2014,9,6
395.64267,63.17543,155.09332,0,2014-09-06 02:09:55.060,2014,9,6
394.31857,63.174896,155.1169,0,2014-09-06 02:09:55.070,2014,9,6
390.30463,63.19582,154.98303,0,2014-09-06 02:09:55.320,2014,9,6
394.44968,63.19502,155.05437,0,2014-09-06 02:09:55.350,2014,9,6
394.46173,63.194584,155.07802,0,2014-09-06 02:09:55.360,2014,9,6
393.43344,63.194054,155.10161,0,2014-09-06 02:09:55.370,2014,9,6
393.75845,63.215004,154.94394,0,2014-09-06 02:09:55.710,2014,9,6
396.01126,63.213684,155.06258,0,2014-09-06 02:09:55.760,2014,9,6
393.19366,63.21315,155.0862,0,2014-09-06 02:09:55.770,2014,9,6
393.48004,63.21252,155.10976,0,2014-09-06 02:09:55.780,2014,9,6
394.3949,63.234,154.95204,0,2014-09-06 02:09:56.020,2014,9,6
390.45667,63.23381,154.9759,0,2014-09-06 02:09:56.030,2014,9,6
394.11212,63.233204,155.02344,0,2014-09-06 02:09:56.050,2014,9,6
395.8291,63.232773,155.04712,0,2014-09-06 02:09:56.060,2014,9,6
394.02634,63.25316,154.91278,0,2014-09-06 02:09:56.310,2014,9,6
394.157,63.253075,154.9365,0,2014-09-06 02:09:56.320,2014,9,6
394.04828,63.252888,154.96037,0,2014-09-06 02:09:56.330,2014,9,6
394.77875,63.25186,155.03163,0,2014-09-06 02:09:56.360,2014,9,6
393.45697,63.272266,154.89723,0,2014-09-06 02:09:56.710,2014,9,6
394.40253,63.27219,154.92097,0,2014-09-06 02:09:56.720,2014,9,6
394.0305,63.272015,154.94487,0,2014-09-06 02:09:56.730,2014,9,6
393.5116,63.271015,155.0162,0,2014-09-06 02:09:56.760,2014,9,6
394.38654,63.2705,155.03986,0,2014-09-06 02:09:56.770,2014,9,6
393.564,63.269886,155.06346,0,2014-09-06 02:09:56.780,2014,9,6
392.9965,63.291416,154.88168,0,2014-09-06 02:09:57.010,2014,9,6
394.5152,63.29134,154.90546,0,2014-09-06 02:09:57.020,2014,9,6
393.0309,63.29117,154.92938,0,2014-09-06 02:09:57.030,2014,9,6
393.8563,63.290916,154.95331,0,2014-09-06 02:09:57.040,2014,9,6
393.78223,63.290596,154.97702,0,2014-09-06 02:09:57.050,2014,9,6
392.2295,63.28967,155.02443,0,2014-09-06 02:09:57.070,2014,9,6
393.5302,63.310566,154.86613,0,2014-09-06 02:09:57.310,2014,9,6
393.74875,63.31049,154.88992,0,2014-09-06 02:09:57.320,2014,9,6
392.57727,63.31032,154.91386,0,2014-09-06 02:09:57.330,2014,9,6
392.7375,63.310074,154.93782,0,2014-09-06 02:09:57.340,2014,9,6
394.05026,63.309757,154.96153,0,2014-09-06 02:09:57.350,2014,9,6
393.03217,63.309345,154.98529,0,2014-09-06 02:09:57.360,2014,9,6
393.1225,63.308838,155.00899,0,2014-09-06 02:09:57.370,2014,9,6
392.98825,63.308228,155.0326,0,2014-09-06 02:09:57.380,2014,9,6
393.77295,63.32965,154.8744,0,2014-09-06 02:09:57.720,2014,9,6
393.779,63.329487,154.89836,0,2014-09-06 02:09:57.730,2014,9,6
392.62408,63.329243,154.92233,0,2014-09-06 02:09:57.740,2014,9,6
392.6958,63.32893,154.94608,0,2014-09-06 02:09:57.750,2014,9,6
394.79083,63.328526,154.96983,0,2014-09-06 02:09:57.760,2014,9,6
393.40982,63.328022,154.99356,0,2014-09-06 02:09:57.770,2014,9,6
393.0298,63.327415,155.01718,0,2014-09-06 02:09:57.780,2014,9,6
393.5199,63.348877,154.83504,0,2014-09-06 02:09:58.010,2014,9,6
394.0735,63.348816,154.85887,0,2014-09-06 02:09:58.020,2014,9,6
393.42468,63.348656,154.88284,0,2014-09-06 02:09:58.030,2014,9,6
393.91565,63.347706,154.95438,0,2014-09-06 02:09:58.060,2014,9,6
392.85324,63.347206,154.9781,0,2014-09-06 02:09:58.070,2014,9,6
394.7579,63.3466,155.00174,0,2014-09-06 02:09:58.080,2014,9,6
392.52924,63.36804,154.81947,0,2014-09-06 02:09:58.310,2014,9,6
393.8115,63.36798,154.84332,0,2014-09-06 02:09:58.320,2014,9,6
392.9998,63.367825,154.86731,0,2014-09-06 02:09:58.330,2014,9,6
392.052,63.366882,154.93889,0,2014-09-06 02:09:58.360,2014,9,6
393.9593,63.366386,154.96265,0,2014-09-06 02:09:58.370,2014,9,6
393.05557,63.365788,154.9863,0,2014-09-06 02:09:58.380,2014,9,6
393.479,63.387184,154.80388,0,2014-09-06 02:09:58.710,2014,9,6
393.925,63.387127,154.82773,0,2014-09-06 02:09:58.720,2014,9,6
393.5654,63.38697,154.85173,0,2014-09-06 02:09:58.730,2014,9,6
392.8566,63.386036,154.92336,0,2014-09-06 02:09:58.760,2014,9,6
391.44882,63.385544,154.94711,0,2014-09-06 02:09:58.770,2014,9,6
393.90292,63.384937,154.97073,0,2014-09-06 02:09:58.780,2014,9,6
393.68985,63.406315,154.78822,0,2014-09-06 02:09:59.010,2014,9,6
392.88284,63.40626,154.8121,0,2014-09-06 02:09:59.020,2014,9,6
391.94986,63.40611,154.83612,0,2014-09-06 02:09:59.030,2014,9,6
392.1974,63.40588,154.86015,0,2014-09-06 02:09:59.040,2014,9,6
392.94467,63.404095,154.95523,0,2014-09-06 02:09:59.080,2014,9,6
392.91998,63.425434,154.7726,0,2014-09-06 02:09:59.310,2014,9,6
394.82108,63.425392,154.79646,0,2014-09-06 02:09:59.320,2014,9,6
393.57242,63.425243,154.8205,0,2014-09-06 02:09:59.330,2014,9,6
393.69342,63.42502,154.84454,0,2014-09-06 02:09:59.340,2014,9,6
392.91968,63.42472,154.86836,0,2014-09-06 02:09:59.350,2014,9,6
391.9462,63.423843,154.91602,0,2014-09-06 02:09:59.370,2014,9,6
393.1775,63.423244,154.93967,0,2014-09-06 02:09:59.380,2014,9,6
391.30624,63.444572,154.75688,0,2014-09-06 02:09:59.710,2014,9,6
392.83878,63.44438,154.80484,0,2014-09-06 02:09:59.730,2014,9,6
394.26053,63.444157,154.8289,0,2014-09-06 02:09:59.740,2014,9,6
393.6939,63.443863,154.85274,0,2014-09-06 02:09:59.750,2014,9,6
392.71445,63.443478,154.87662,0,2014-09-06 02:09:59.760,2014,9,6
392.44678,63.442997,154.90042,0,2014-09-06 02:09:59.770,2014,9,6
394.04373,63.442398,154.92407,0,2014-09-06 02:09:59.780,2014,9,6
392.1425,63.463696,154.74118,0,2014-09-06 02:10:00.010,2014,9,6
392.96518,63.463516,154.78915,0,2014-09-06 02:10:00.030,2014,9,6
391.79196,63.463295,154.81325,0,2014-09-06 02:10:00.040,2014,9,6
392.32413,63.463005,154.8371,0,2014-09-06 02:10:00.050,2014,9,6
392.76248,63.462624,154.86098,0,2014-09-06 02:10:00.060,2014,9,6
392.46024,63.462147,154.88481,0,2014-09-06 02:10:00.070,2014,9,6
392.99228,63.482826,154.72543,0,2014-09-06 02:10:00.310,2014,9,6
392.5908,63.482788,154.74937,0,2014-09-06 02:10:00.320,2014,9,6
392.30222,63.482147,154.82143,0,2014-09-06 02:10:00.350,2014,9,6
392.50592,63.48177,154.84534,0,2014-09-06 02:10:00.360,2014,9,6
392.52213,63.481293,154.86917,0,2014-09-06 02:10:00.370,2014,9,6
392.87827,63.501907,154.73363,0,2014-09-06 02:10:00.720,2014,9,6
392.80225,63.50177,154.75774,0,2014-09-06 02:10:00.730,2014,9,6
392.117,63.50156,154.78186,0,2014-09-06 02:10:00.740,2014,9,6
392.18112,63.501274,154.80574,0,2014-09-06 02:10:00.750,2014,9,6
392.98053,63.500896,154.82965,0,2014-09-06 02:10:00.760,2014,9,6
393.06635,63.52105,154.69391,0,2014-09-06 02:10:01.010,2014,9,6
393.85004,63.52102,154.71786,0,2014-09-06 02:10:01.020,2014,9,6
391.83514,63.520885,154.74199,0,2014-09-06 02:10:01.030,2014,9,6
394.13547,63.520676,154.76613,0,2014-09-06 02:10:01.040,2014,9,6
392.3691,63.520397,154.79002,0,2014-09-06 02:10:01.050,2014,9,6
393.0965,63.540154,154.6781,0,2014-09-06 02:10:01.310,2014,9,6
393.1586,63.540127,154.70209,0,2014-09-06 02:10:01.320,2014,9,6
393.54642,63.54,154.72623,0,2014-09-06 02:10:01.330,2014,9,6
392.9776,63.539516,154.77429,0,2014-09-06 02:10:01.350,2014,9,6
390.31943,63.53868,154.82214,0,2014-09-06 02:10:01.370,2014,9,6
392.34268,63.5381,154.84586,0,2014-09-06 02:10:01.380,2014,9,6
392.1297,63.55927,154.66228,0,2014-09-06 02:10:01.710,2014,9,6
393.46484,63.559254,154.68626,0,2014-09-06 02:10:01.720,2014,9,6
393.39636,63.55913,154.71042,0,2014-09-06 02:10:01.730,2014,9,6
392.86914,63.558933,154.73459,0,2014-09-06 02:10:01.740,2014,9,6
392.55548,63.558662,154.75851,0,2014-09-06 02:10:01.750,2014,9,6
392.8993,63.5583,154.78247,0,2014-09-06 02:10:01.760,2014,9,6
392.5639,63.55784,154.80638,0,2014-09-06 02:10:01.770,2014,9,6
392.29544,63.557266,154.83015,0,2014-09-06 02:10:01.780,2014,9,6
394.23483,63.578403,154.64641,0,2014-09-06 02:10:02.010,2014,9,6
394.2756,63.578392,154.67041,0,2014-09-06 02:10:02.020,2014,9,6
393.04935,63.578274,154.69458,0,2014-09-06 02:10:02.030,2014,9,6
392.70334,63.57808,154.71875,0,2014-09-06 02:10:02.040,2014,9,6
392.86307,63.577812,154.7427,0,2014-09-06 02:10:02.050,2014,9,6
392.6734,63.577454,154.7667,0,2014-09-06 02:10:02.060,2014,9,6
391.39578,63.576996,154.79062,0,2014-09-06 02:10:02.070,2014,9,6
392.4776,63.576427,154.81439,0,2014-09-06 02:10:02.080,2014,9,6
392.48196,63.597546,154.6305,0,2014-09-06 02:10:02.310,2014,9,6
394.66287,63.59753,154.65453,0,2014-09-06 02:10:02.320,2014,9,6
392.88037,63.597416,154.67871,0,2014-09-06 02:10:02.330,2014,9,6
393.1118,63.597225,154.70291,0,2014-09-06 02:10:02.340,2014,9,6
394.09354,63.59696,154.72688,0,2014-09-06 02:10:02.350,2014,9,6
393.3249,63.596603,154.75087,0,2014-09-06 02:10:02.360,2014,9,6
391.7907,63.59615,154.77483,0,2014-09-06 02:10:02.370,2014,9,6
393.4157,63.595585,154.79861,0,2014-09-06 02:10:02.380,2014,9,6
391.82745,63.616653,154.61452,0,2014-09-06 02:10:02.710,2014,9,6
393.89792,63.616634,154.63857,0,2014-09-06 02:10:02.720,2014,9,6
393.40115,63.61652,154.66277,0,2014-09-06 02:10:02.730,2014,9,6
392.49808,63.616325,154.68697,0,2014-09-06 02:10:02.740,2014,9,6
392.45145,63.616062,154.71095,0,2014-09-06 02:10:02.750,2014,9,6
392.83328,63.615704,154.73495,0,2014-09-06 02:10:02.760,2014,9,6
391.25977,63.61525,154.7589,0,2014-09-06 02:10:02.770,2014,9,6
391.08606,63.61469,154.78273,0,2014-09-06 02:10:02.780,2014,9,6
392.3546,63.63572,154.5985,0,2014-09-06 02:10:03.010,2014,9,6
393.02475,63.635708,154.62254,0,2014-09-06 02:10:03.020,2014,9,6
394.21237,63.635597,154.64676,0,2014-09-06 02:10:03.030,2014,9,6
392.33145,63.635406,154.67097,0,2014-09-06 02:10:03.040,2014,9,6
392.6523,63.635147,154.69498,0,2014-09-06 02:10:03.050,2014,9,6
392.67136,63.634796,154.719,0,2014-09-06 02:10:03.060,2014,9,6
393.48337,63.634342,154.74297,0,2014-09-06 02:10:03.070,2014,9,6
393.5261,63.633785,154.76682,0,2014-09-06 02:10:03.080,2014,9,6
392.33597,63.65479,154.58244,0,2014-09-06 02:10:03.310,2014,9,6
392.9118,63.65478,154.6065,0,2014-09-06 02:10:03.320,2014,9,6
392.60446,63.654675,154.63072,0,2014-09-06 02:10:03.330,2014,9,6
392.1391,63.654488,154.65497,0,2014-09-06 02:10:03.340,2014,9,6
392.9499,63.654232,154.67897,0,2014-09-06 02:10:03.350,2014,9,6
394.09506,63.653885,154.70302,0,2014-09-06 02:10:03.360,2014,9,6
393.58304,63.653435,154.727,0,2014-09-06 02:10:03.370,2014,9,6
394.26166,63.65288,154.75087,0,2014-09-06 02:10:03.380,2014,9,6
392.37158,63.67391,154.56635,0,2014-09-06 02:10:03.710,2014,9,6
392.82394,63.6739,154.59047,0,2014-09-06 02:10:03.720,2014,9,6
392.96732,63.673805,154.61472,0,2014-09-06 02:10:03.730,2014,9,6
393.32272,63.67363,154.63898,0,2014-09-06 02:10:03.740,2014,9,6
393.0725,63.67338,154.66301,0,2014-09-06 02:10:03.750,2014,9,6
392.9277,63.673046,154.68707,0,2014-09-06 02:10:03.760,2014,9,6
393.46927,63.672607,154.71107,0,2014-09-06 02:10:03.770,2014,9,6
393.22595,63.672062,154.73497,0,2014-09-06 02:10:03.780,2014,9,6
390.83453,63.692966,154.59871,0,2014-09-06 02:10:04.030,2014,9,6
393.2175,63.69255,154.64703,0,2014-09-06 02:10:04.050,2014,9,6
393.7227,63.692215,154.67111,0,2014-09-06 02:10:04.060,2014,9,6
391.93646,63.691784,154.69513,0,2014-09-06 02:10:04.070,2014,9,6
393.96564,63.691242,154.71904,0,2014-09-06 02:10:04.080,2014,9,6
392.90738,63.712208,154.53426,0,2014-09-06 02:10:04.310,2014,9,6
393.8106,63.712215,154.5584,0,2014-09-06 02:10:04.320,2014,9,6
392.8565,63.712124,154.58267,0,2014-09-06 02:10:04.330,2014,9,6
392.45953,63.711716,154.63104,0,2014-09-06 02:10:04.350,2014,9,6
393.34857,63.711384,154.65514,0,2014-09-06 02:10:04.360,2014,9,6
392.25406,63.710957,154.67917,0,2014-09-06 02:10:04.370,2014,9,6
395.35016,63.710415,154.7031,0,2014-09-06 02:10:04.380,2014,9,6
392.70975,63.73134,154.54234,0,2014-09-06 02:10:04.720,2014,9,6
392.70462,63.731247,154.56665,0,2014-09-06 02:10:04.730,2014,9,6
391.31778,63.73108,154.59096,0,2014-09-06 02:10:04.740,2014,9,6
391.16562,63.73084,154.61505,0,2014-09-06 02:10:04.750,2014,9,6
392.76788,63.730507,154.63916,0,2014-09-06 02:10:04.760,2014,9,6
392.5641,63.730076,154.66322,0,2014-09-06 02:10:04.770,2014,9,6
394.23245,63.729538,154.68718,0,2014-09-06 02:10:04.780,2014,9,6
391.49243,63.750423,154.50214,0,2014-09-06 02:10:05.010,2014,9,6
393.78983,63.75044,154.52629,0,2014-09-06 02:10:05.020,2014,9,6
393.17242,63.75035,154.55061,0,2014-09-06 02:10:05.030,2014,9,6
392.55414,63.750187,154.57494,0,2014-09-06 02:10:05.040,2014,9,6
392.32742,63.74995,154.59904,0,2014-09-06 02:10:05.050,2014,9,6
393.1543,63.749622,154.62317,0,2014-09-06 02:10:05.060,2014,9,6
392.6887,63.749195,154.64725,0,2014-09-06 02:10:05.070,2014,9,6
393.84238,63.769516,154.48605,0,2014-09-06 02:10:05.310,2014,9,6
393.17966,63.769535,154.51021,0,2014-09-06 02:10:05.320,2014,9,6
